"IdOrdenesRecA","IdRecibosEst","IdOrdenesDet","TC1","TC2","TC3","TC4","TC5","TC6","TC7","TC8"
130,140,272,822,0,0,0,0,0,0,0
131,141,276,804,0,0,0,0,0,0,0
132,142,279,804,0,0,0,0,0,0,0
133,143,281,804,0,0,0,0,0,0,0
134,145,284,804,0,0,0,0,0,0,0
135,146,343,1,0,0,0,0,0,0,0
136,147,351,4,0,0,0,0,0,0,0
137,148,344,451,0,0,0,0,0,0,0
138,149,349,100,0,0,0,0,0,0,0
139,150,351,2090,0,0,0,0,0,0,0
140,151,344,1406,0,0,0,0,0,0,0
141,152,349,1708,0,0,0,0,0,0,0
142,153,351,2103,0,0,0,0,0,0,0
143,154,343,1841,0,0,0,0,0,0,0
144,155,287,672,0,0,0,0,0,0,0
145,156,290,672,0,0,0,0,0,0,0
146,157,291,672,0,0,0,0,0,0,0
147,160,294,804,0,0,0,0,0,0,0
148,161,343,1861,0,0,0,0,0,0,0
149,162,349,500,0,0,0,0,0,0,0
150,163,349,292,0,0,0,0,0,0,0
151,164,349,1597,0,0,0,0,0,0,0
152,165,344,820,0,0,0,0,0,0,0
153,166,344,1039,0,0,0,0,0,0,0
154,167,340,4,0,0,0,0,0,0,0
155,168,340,860,0,0,0,0,0,0,0
156,169,340,1927,0,0,0,0,0,0,0
157,170,289,672,0,0,0,0,0,0,0
158,171,354,1078,0,0,0,0,0,0,0
159,172,354,1014,0,0,0,0,0,0,0
160,173,354,553,0,0,0,0,0,0,0
161,174,354,546,0,0,0,0,0,0,0
162,175,354,500,0,0,0,0,0,0,0
163,176,354,499,0,0,0,0,0,0,0
164,177,286,672,0,0,0,0,0,0,0
165,178,298,804,0,0,0,0,0,0,0
166,179,300,804,0,0,0,0,0,0,0
167,180,296,804,0,0,0,0,0,0,0
168,181,302,804,0,0,0,0,0,0,0
169,182,305,804,0,0,0,0,0,0,0
170,183,306,804,0,0,0,0,0,0,0
171,184,377,193,0,0,0,0,0,0,0
172,185,377,790,0,0,0,0,0,0,0
173,186,377,1424,0,0,0,0,0,0,0
174,187,377,2249,0,0,0,0,0,0,0
175,188,377,6,0,0,0,0,0,0,0
176,189,308,804,0,0,0,0,0,0,0
177,190,323,672,0,0,0,0,0,0,0
178,191,324,672,0,0,0,0,0,0,0
179,192,318,804,0,0,0,0,0,0,0
180,193,310,804,0,0,0,0,0,0,0
181,194,326,1,0,0,0,0,0,0,0
182,195,328,672,0,0,0,0,0,0,0
183,196,326,670,0,0,0,0,0,0,0
184,197,362,899,0,0,0,0,0,0,0
185,198,358,1174,0,0,0,0,0,0,0
186,199,316,804,0,0,0,0,0,0,0
