"IdIP_Productiv","Fecha","IdIp_Personal","IdIp_Actividades","CantidadAct","HorasTrabajadas"
600,03/03/2009 00:00:00,6,7,2,9
601,03/03/2009 00:00:00,6,8,7,9
602,04/03/2009 00:00:00,6,4,3,9
603,04/03/2009 00:00:00,6,5,10,9
604,04/03/2009 00:00:00,6,8,1,9
605,04/03/2009 00:00:00,6,14,1,9
606,04/03/2009 00:00:00,6,15,45,9
607,04/03/2009 00:00:00,6,16,1,9
608,04/03/2009 00:00:00,4,19,4,9
609,04/03/2009 00:00:00,2,12,4,9
610,04/03/2009 00:00:00,1,12,3,9
611,04/03/2009 00:00:00,3,12,1,9
612,04/03/2009 00:00:00,3,4,5,9
613,04/03/2009 00:00:00,3,15,6,9
614,04/03/2009 00:00:00,5,19,4,7
615,06/03/2009 00:00:00,1,12,2,6
616,06/03/2009 00:00:00,2,12,2,6
617,06/03/2009 00:00:00,5,19,2,6
618,06/03/2009 00:00:00,5,4,4,6
619,06/03/2009 00:00:00,4,19,2,9
620,06/03/2009 00:00:00,4,7,2,6
621,06/03/2009 00:00:00,3,12,1,6
622,06/03/2009 00:00:00,3,4,2,6
623,09/03/2009 00:00:00,2,12,3,9
624,09/03/2009 00:00:00,1,12,3,9
625,09/03/2009 00:00:00,4,7,10,9
626,09/03/2009 00:00:00,4,19,2,9
627,09/03/2009 00:00:00,5,7,15,9
628,09/03/2009 00:00:00,6,3,15,9
629,10/03/2009 00:00:00,1,12,3,9
630,10/03/2009 00:00:00,2,12,4,9
631,10/03/2009 00:00:00,3,4,9,9
632,10/03/2009 00:00:00,4,19,5,9
633,10/03/2009 00:00:00,5,19,4,9
634,10/03/2009 00:00:00,6,3,15,9
635,10/03/2009 00:00:00,6,7,3,9
636,11/03/2009 00:00:00,1,12,3,9
637,11/03/2009 00:00:00,1,12,3,9
638,11/03/2009 00:00:00,5,19,4,9
639,11/03/2009 00:00:00,4,19,5,9
640,11/03/2009 00:00:00,3,4,10,9
641,11/03/2009 00:00:00,6,11,10,9
642,12/03/2009 00:00:00,2,12,3,9
643,12/03/2009 00:00:00,1,12,3,9
644,12/03/2009 00:00:00,3,12,3,9
645,12/03/2009 00:00:00,4,19,4,9
646,12/03/2009 00:00:00,5,19,4,9
647,12/03/2009 00:00:00,6,11,9,9
648,16/03/2009 00:00:00,3,12,3,9
649,16/03/2009 00:00:00,1,12,3,9
650,16/03/2009 00:00:00,5,4,4,9
651,16/03/2009 00:00:00,5,19,3,9
652,16/03/2009 00:00:00,4,19,2,9
653,16/03/2009 00:00:00,4,4,4,9
654,16/03/2009 00:00:00,2,12,3,9
655,17/03/2009 00:00:00,1,12,3,9
656,17/03/2009 00:00:00,2,12,3,9
657,17/03/2009 00:00:00,3,12,3,9
658,17/03/2009 00:00:00,4,19,2,9
659,17/03/2009 00:00:00,4,4,4,9
660,17/03/2009 00:00:00,5,19,1,7
661,17/03/2009 00:00:00,5,4,4,7
662,18/03/2009 00:00:00,1,12,3,9
663,18/03/2009 00:00:00,2,12,3,9
664,18/03/2009 00:00:00,3,12,3,9
665,18/03/2009 00:00:00,4,4,2,9
666,18/03/2009 00:00:00,4,19,1,9
667,18/03/2009 00:00:00,5,4,3,9
668,18/03/2009 00:00:00,5,19,1,9
669,18/03/2009 00:00:00,6,11,10,9
670,19/03/2009 00:00:00,6,11,6,9
671,19/03/2009 00:00:00,6,14,5,9
672,19/03/2009 00:00:00,1,12,3,9
673,19/03/2009 00:00:00,2,12,3,9
674,19/03/2009 00:00:00,5,4,3,9
675,19/03/2009 00:00:00,5,19,3,9
676,19/03/2009 00:00:00,4,19,2,7
677,19/03/2009 00:00:00,4,4,2,7
678,19/03/2009 00:00:00,3,12,3,9
679,23/03/2009 00:00:00,1,12,3,9
680,23/03/2009 00:00:00,3,12,2,9
681,23/03/2009 00:00:00,3,15,32,9
682,23/03/2009 00:00:00,3,16,1,9
683,23/03/2009 00:00:00,5,19,1,6
684,23/03/2009 00:00:00,5,16,2,6
685,23/03/2009 00:00:00,4,19,1,3
686,23/03/2009 00:00:00,6,8,30,3
687,24/03/2009 00:00:00,1,12,3,9
688,24/03/2009 00:00:00,3,12,3,9
689,24/03/2009 00:00:00,4,4,2,9
690,24/03/2009 00:00:00,4,9,1,9
691,24/03/2009 00:00:00,5,4,1,9
692,24/03/2009 00:00:00,5,6,2,9
693,24/03/2009 00:00:00,5,19,1,9
694,25/03/2009 00:00:00,1,12,3,9
695,25/03/2009 00:00:00,3,12,3,9
696,25/03/2009 00:00:00,4,4,2,9
697,25/03/2009 00:00:00,4,19,3,9
698,25/03/2009 00:00:00,5,4,2,9
699,25/03/2009 00:00:00,5,19,3,9
700,25/03/2009 00:00:00,6,4,5,3
701,26/03/2009 00:00:00,1,12,3,9
702,26/03/2009 00:00:00,3,12,2,7
703,26/03/2009 00:00:00,4,4,2,9
704,26/03/2009 00:00:00,4,19,2,9
705,26/03/2009 00:00:00,4,4,2,9
706,26/03/2009 00:00:00,5,5,6,9
707,26/03/2009 00:00:00,5,19,2,9
708,26/03/2009 00:00:00,5,4,2,9
709,26/03/2009 00:00:00,6,7,9,9
710,27/03/2009 00:00:00,1,12,3,9
711,27/03/2009 00:00:00,3,12,1,9
712,27/03/2009 00:00:00,4,19,2,9
713,27/03/2009 00:00:00,4,8,1,9
714,27/03/2009 00:00:00,4,18,1,9
715,27/03/2009 00:00:00,5,19,2,9
716,27/03/2009 00:00:00,5,4,1,9
717,27/03/2009 00:00:00,6,3,3,9
718,27/03/2009 00:00:00,6,10,2,9
719,30/03/2009 00:00:00,6,3,4,9
720,30/03/2009 00:00:00,6,4,1,9
721,30/03/2009 00:00:00,5,4,2,9
722,30/03/2009 00:00:00,5,19,3,9
723,30/03/2009 00:00:00,1,12,2,9
724,30/03/2009 00:00:00,1,15,29,9
725,30/03/2009 00:00:00,3,12,2,9
726,30/03/2009 00:00:00,4,4,2,9
727,30/03/2009 00:00:00,4,19,3,9
728,31/03/2009 00:00:00,1,12,3,9
729,31/03/2009 00:00:00,3,12,2,9
730,31/03/2009 00:00:00,4,7,3,7
731,31/03/2009 00:00:00,4,19,1,7
732,31/03/2009 00:00:00,5,7,3,9
733,31/03/2009 00:00:00,5,19,2,9
734,31/03/2009 00:00:00,6,3,6,9
735,01/04/2009 00:00:00,1,12,3,9
736,01/04/2009 00:00:00,3,12,2,9
737,01/04/2009 00:00:00,3,15,16,9
738,01/04/2009 00:00:00,6,3,6,9
739,01/04/2009 00:00:00,4,7,7,9
740,01/04/2009 00:00:00,5,7,7,9
741,02/04/2009 00:00:00,1,12,2,9
742,02/04/2009 00:00:00,4,7,10,9
743,02/04/2009 00:00:00,5,7,5,6
744,02/04/2009 00:00:00,3,12,2,9
745,02/04/2009 00:00:00,6,3,8,9
746,03/04/2009 00:00:00,1,12,3,9
747,03/04/2009 00:00:00,5,7,10,9
748,03/04/2009 00:00:00,4,7,10,9
749,03/04/2009 00:00:00,6,3,14,9
750,06/04/2009 00:00:00,1,12,3,9
751,06/04/2009 00:00:00,3,4,1,9
752,06/04/2009 00:00:00,3,12,2,9
753,06/04/2009 00:00:00,4,19,5,9
754,06/04/2009 00:00:00,5,19,5,9
755,06/04/2009 00:00:00,6,3,10,9
756,06/04/2009 00:00:00,2,0,0,0
757,06/04/2009 00:00:00,2,12,2,9
758,07/04/2009 00:00:00,1,12,2,9
759,07/04/2009 00:00:00,1,15,25,9
760,07/04/2009 00:00:00,3,12,3,9
761,07/04/2009 00:00:00,2,12,2,9
762,07/04/2009 00:00:00,4,19,2,6
763,07/04/2009 00:00:00,4,16,1,6
764,07/04/2009 00:00:00,5,4,8,9
765,07/04/2009 00:00:00,5,19,1,9
766,07/04/2009 00:00:00,6,3,14,9
767,10/04/2009 00:00:00,1,12,3,9
768,10/04/2009 00:00:00,3,12,3,9
769,10/04/2009 00:00:00,2,12,3,9
770,10/04/2009 00:00:00,4,4,2,9
771,10/04/2009 00:00:00,4,19,3,9
772,10/04/2009 00:00:00,5,19,2,9
773,10/04/2009 00:00:00,5,4,4,9
774,10/04/2009 00:00:00,6,8,90,9
775,10/04/2009 00:00:00,6,14,22,9
776,13/04/2009 00:00:00,1,12,3,9
777,13/04/2009 00:00:00,2,12,1,9
778,13/04/2009 00:00:00,3,12,3,9
779,13/04/2009 00:00:00,4,4,7,9
780,13/04/2009 00:00:00,4,13,4,9
781,13/04/2009 00:00:00,4,21,1,9
782,13/04/2009 00:00:00,5,7,3,9
783,13/04/2009 00:00:00,5,4,4,9
784,13/04/2009 00:00:00,5,5,10,9
785,13/04/2009 00:00:00,6,3,6,9
786,13/04/2009 00:00:00,6,7,3,9
787,13/04/2009 00:00:00,6,14,18,9
788,14/04/2009 00:00:00,1,12,3,9
789,14/04/2009 00:00:00,4,7,6,9
790,14/04/2009 00:00:00,4,8,4,9
791,14/04/2009 00:00:00,2,4,2,9
792,14/04/2009 00:00:00,2,12,2,9
793,14/04/2009 00:00:00,2,15,6,9
794,14/04/2009 00:00:00,3,12,2,7
795,14/04/2009 00:00:00,3,15,5,5
796,14/04/2009 00:00:00,5,4,1,9
797,14/04/2009 00:00:00,5,7,7,9
798,14/04/2009 00:00:00,5,19,1,9
799,14/04/2009 00:00:00,6,3,7,9
800,14/04/2009 00:00:00,6,8,18,9
801,15/04/2009 00:00:00,2,12,3,9
802,15/04/2009 00:00:00,1,12,3,9
803,15/04/2009 00:00:00,3,12,3,9
804,15/04/2009 00:00:00,4,4,6,9
805,15/04/2009 00:00:00,4,6,2,9
806,15/04/2009 00:00:00,4,5,20,9
807,15/04/2009 00:00:00,4,16,1,9
808,15/04/2009 00:00:00,5,19,3,9
809,15/04/2009 00:00:00,5,6,8,9
810,15/04/2009 00:00:00,5,4,2,9
811,15/04/2009 00:00:00,6,3,6,9
812,15/04/2009 00:00:00,6,8,70,9
813,15/04/2009 00:00:00,6,14,7,9
814,16/04/2009 00:00:00,1,12,3,9
815,16/04/2009 00:00:00,2,12,3,9
816,16/04/2009 00:00:00,3,12,3,8
817,16/04/2009 00:00:00,4,19,3,9
818,16/04/2009 00:00:00,4,18,1,9
819,16/04/2009 00:00:00,4,8,4,9
820,16/04/2009 00:00:00,5,18,3,9
821,16/04/2009 00:00:00,5,19,4,9
822,16/04/2009 00:00:00,6,7,7,9
823,17/04/2009 00:00:00,1,12,3,9
824,17/04/2009 00:00:00,3,4,7,5
825,17/04/2009 00:00:00,2,12,3,9
826,17/04/2009 00:00:00,4,19,3,9
827,17/04/2009 00:00:00,4,8,55,9
828,17/04/2009 00:00:00,5,19,3,6
829,17/04/2009 00:00:00,6,3,8,9
830,17/04/2009 00:00:00,6,8,4,9
831,20/04/2009 00:00:00,1,12,3,9
832,20/04/2009 00:00:00,2,12,3,9
833,20/04/2009 00:00:00,3,4,10,9
834,20/04/2009 00:00:00,4,19,5,9
835,20/04/2009 00:00:00,4,16,1,9
836,20/04/2009 00:00:00,5,19,5,9
837,20/04/2009 00:00:00,6,3,8,9
838,20/04/2009 00:00:00,6,7,1,9
839,21/04/2009 00:00:00,1,12,3,9
840,21/04/2009 00:00:00,2,12,3,9
841,21/04/2009 00:00:00,3,4,10,8
842,21/04/2009 00:00:00,4,19,5,9
843,21/04/2009 00:00:00,5,19,5,9
844,21/04/2009 00:00:00,6,3,6,9
845,21/04/2009 00:00:00,6,7,2,9
846,22/04/2009 00:00:00,1,12,3,9
847,22/04/2009 00:00:00,2,12,3,9
848,22/04/2009 00:00:00,4,19,5,9
849,22/04/2009 00:00:00,6,7,4,9
850,22/04/2009 00:00:00,6,8,15,9
851,22/04/2009 00:00:00,6,14,15,9
852,22/04/2009 00:00:00,5,19,3,9
853,22/04/2009 00:00:00,5,9,2,9
854,22/04/2009 00:00:00,5,16,1,9
855,22/04/2009 00:00:00,3,4,10,8
856,23/04/2009 00:00:00,1,12,3,9
857,23/04/2009 00:00:00,2,12,3,9
858,23/04/2009 00:00:00,3,12,3,9
859,23/04/2009 00:00:00,4,1,2,9
860,23/04/2009 00:00:00,4,4,3,9
861,23/04/2009 00:00:00,4,19,3,9
862,23/04/2009 00:00:00,5,19,4,9
863,23/04/2009 00:00:00,5,4,1,9
864,23/04/2009 00:00:00,6,7,6,9
865,24/04/2009 00:00:00,3,4,5,9
866,24/04/2009 00:00:00,3,12,2,9
867,24/04/2009 00:00:00,2,12,3,9
868,24/04/2009 00:00:00,1,12,3,9
869,24/04/2009 00:00:00,5,4,3,9
870,24/04/2009 00:00:00,5,9,2,9
871,24/04/2009 00:00:00,5,19,2,9
872,24/04/2009 00:00:00,6,3,6,9
873,24/04/2009 00:00:00,4,7,4,9
874,24/04/2009 00:00:00,6,14,15,9
875,24/04/2009 00:00:00,4,4,5,9
876,27/04/2009 00:00:00,1,12,3,9
877,27/04/2009 00:00:00,2,12,3,9
878,27/04/2009 00:00:00,3,12,3,9
879,27/04/2009 00:00:00,5,7,2,9
880,27/04/2009 00:00:00,5,9,1,9
881,27/04/2009 00:00:00,5,19,2,9
882,27/04/2009 00:00:00,6,3,10,9
883,27/04/2009 00:00:00,6,8,40,9
884,28/04/2009 00:00:00,1,12,3,9
885,28/04/2009 00:00:00,2,12,3,9
886,28/04/2009 00:00:00,3,12,3,9
887,28/04/2009 00:00:00,4,19,3,9
888,28/04/2009 00:00:00,4,9,1,9
889,28/04/2009 00:00:00,6,3,9,9
890,28/04/2009 00:00:00,6,8,25,9
891,28/04/2009 00:00:00,5,6,1,9
892,28/04/2009 00:00:00,5,7,2,9
893,28/04/2009 00:00:00,5,19,2,9
894,29/04/2009 00:00:00,1,12,3,9
895,29/04/2009 00:00:00,2,12,3,9
896,29/04/2009 00:00:00,3,12,3,9
897,29/04/2009 00:00:00,4,4,1,9
898,29/04/2009 00:00:00,4,19,3,9
899,29/04/2009 00:00:00,5,4,1,9
900,29/04/2009 00:00:00,5,19,3,9
901,29/04/2009 00:00:00,6,3,10,9
902,30/04/2009 00:00:00,3,12,3,9
903,30/04/2009 00:00:00,2,12,3,9
904,30/04/2009 00:00:00,4,19,3,9
905,30/04/2009 00:00:00,4,7,2,9
906,30/04/2009 00:00:00,5,7,2,9
907,30/04/2009 00:00:00,5,19,2,9
908,30/04/2009 00:00:00,6,3,8,9
909,30/04/2009 00:00:00,6,8,25,9
910,30/04/2009 00:00:00,1,12,3,9
911,06/05/2009 00:00:00,4,4,2,9
912,06/05/2009 00:00:00,4,19,3,9
913,06/05/2009 00:00:00,2,12,3,9
914,06/05/2009 00:00:00,2,15,10,9
915,06/05/2009 00:00:00,5,19,4,9
916,06/05/2009 00:00:00,5,4,2,9
917,06/05/2009 00:00:00,3,12,3,9
918,06/05/2009 00:00:00,1,12,3,9
919,06/05/2009 00:00:00,6,7,5,9
920,06/05/2009 00:00:00,6,14,10,9
921,07/05/2009 00:00:00,1,12,3,9
922,07/05/2009 00:00:00,2,12,3,9
923,07/05/2009 00:00:00,3,12,3,9
924,07/05/2009 00:00:00,4,19,3,9
925,07/05/2009 00:00:00,4,4,5,9
926,07/05/2009 00:00:00,5,7,2,9
927,07/05/2009 00:00:00,5,19,2,9
928,07/05/2009 00:00:00,6,7,5,9
929,08/05/2009 00:00:00,1,12,3,9
930,08/05/2009 00:00:00,2,12,3,9
931,08/05/2009 00:00:00,3,12,2,5
932,08/05/2009 00:00:00,4,7,2,9
933,08/05/2009 00:00:00,4,19,2,9
934,08/05/2009 00:00:00,5,7,2,9
935,08/05/2009 00:00:00,5,19,2,9
936,08/05/2009 00:00:00,6,3,5,9
937,08/05/2009 00:00:00,6,7,4,9
938,08/05/2009 00:00:00,6,14,10,9
939,11/05/2009 00:00:00,1,12,3,9
940,11/05/2009 00:00:00,2,12,3,9
941,11/05/2009 00:00:00,3,12,3,9
942,11/05/2009 00:00:00,4,16,1,9
943,11/05/2009 00:00:00,4,19,3,9
944,11/05/2009 00:00:00,5,7,2,9
945,11/05/2009 00:00:00,5,19,2,9
946,11/05/2009 00:00:00,6,16,1,9
947,11/05/2009 00:00:00,6,8,25,9
948,11/05/2009 00:00:00,6,3,5,9
949,12/05/2009 00:00:00,1,12,3,9
950,12/05/2009 00:00:00,2,12,3,9
951,12/05/2009 00:00:00,3,12,3,9
952,12/05/2009 00:00:00,4,4,3,9
953,12/05/2009 00:00:00,4,19,3,9
954,12/05/2009 00:00:00,5,7,1,6
955,12/05/2009 00:00:00,5,19,2,6
956,12/05/2009 00:00:00,6,3,5,9
957,12/05/2009 00:00:00,6,7,5,9
958,13/05/2009 00:00:00,6,3,8,9
959,13/05/2009 00:00:00,6,7,1,9
960,13/05/2009 00:00:00,2,12,2,9
961,13/05/2009 00:00:00,4,4,2,9
962,13/05/2009 00:00:00,4,7,1,9
963,13/05/2009 00:00:00,4,19,3,9
964,13/05/2009 00:00:00,5,4,2,9
965,13/05/2009 00:00:00,5,7,2,9
966,13/05/2009 00:00:00,5,19,2,9
967,13/05/2009 00:00:00,1,12,3,9
968,13/05/2009 00:00:00,3,24,208,9
969,13/05/2009 00:00:00,3,12,1,9
970,14/05/2009 00:00:00,1,24,236,9
971,14/05/2009 00:00:00,1,12,1,9
972,14/05/2009 00:00:00,3,12,1,9
973,14/05/2009 00:00:00,3,24,219,9
974,14/05/2009 00:00:00,4,7,2,9
975,14/05/2009 00:00:00,4,19,2,9
976,14/05/2009 00:00:00,5,7,2,9
977,14/05/2009 00:00:00,5,19,2,9
978,14/05/2009 00:00:00,6,7,9,9
979,15/05/2009 00:00:00,1,12,3,9
980,15/05/2009 00:00:00,3,12,3,9
981,15/05/2009 00:00:00,2,12,3,9
982,15/05/2009 00:00:00,4,7,2,9
983,15/05/2009 00:00:00,4,19,2,9
984,15/05/2009 00:00:00,4,6,5,9
985,15/05/2009 00:00:00,5,4,1,6
986,15/05/2009 00:00:00,5,19,2,6
987,15/05/2009 00:00:00,6,7,5,9
988,18/05/2009 00:00:00,1,12,3,9
989,18/05/2009 00:00:00,2,12,3,9
990,18/05/2009 00:00:00,3,12,3,9
991,18/05/2009 00:00:00,4,7,2,9
992,18/05/2009 00:00:00,4,19,2,9
993,18/05/2009 00:00:00,5,7,2,9
994,18/05/2009 00:00:00,5,19,2,9
995,18/05/2009 00:00:00,6,7,3,9
996,19/05/2009 00:00:00,3,12,3,9
997,19/05/2009 00:00:00,1,12,3,9
998,19/05/2009 00:00:00,2,12,3,9
999,19/05/2009 00:00:00,5,7,5,9
1000,19/05/2009 00:00:00,5,4,4,9
1001,19/05/2009 00:00:00,4,4,4,9
1002,19/05/2009 00:00:00,4,7,4,9
1003,19/05/2009 00:00:00,6,7,6,9
1004,20/05/2009 00:00:00,1,12,3,9
1005,20/05/2009 00:00:00,3,12,2,9
1006,20/05/2009 00:00:00,3,4,2,9
1007,20/05/2009 00:00:00,2,12,3,9
1008,20/05/2009 00:00:00,6,7,4,9
1009,20/05/2009 00:00:00,6,10,10,9
1010,20/05/2009 00:00:00,5,19,4,9
1011,21/05/2009 00:00:00,3,12,2,9
1012,21/05/2009 00:00:00,3,4,3,9
1013,21/05/2009 00:00:00,2,12,2,9
1014,21/05/2009 00:00:00,1,12,3,9
1015,21/05/2009 00:00:00,6,7,6,9
1016,21/05/2009 00:00:00,6,8,10,9
1017,21/05/2009 00:00:00,5,19,3,9
1018,21/05/2009 00:00:00,5,20,2,9
1019,22/05/2009 00:00:00,6,7,2,9
1020,22/05/2009 00:00:00,6,8,13,9
1021,22/05/2009 00:00:00,6,14,13,9
1022,22/05/2009 00:00:00,3,4,9,9
1023,22/05/2009 00:00:00,3,5,35,9
1024,22/05/2009 00:00:00,2,4,8,9
1025,22/05/2009 00:00:00,2,12,1,9
1026,22/05/2009 00:00:00,1,12,3,9
1027,25/05/2009 00:00:00,2,12,3,9
1028,25/05/2009 00:00:00,1,12,3,9
1029,25/05/2009 00:00:00,5,9,3,9
1030,25/05/2009 00:00:00,5,19,3,9
1031,25/05/2009 00:00:00,3,12,3,9
1032,25/05/2009 00:00:00,6,3,6,9
1033,25/05/2009 00:00:00,6,8,5,9
1034,25/05/2009 00:00:00,6,4,1,9
1035,25/05/2009 00:00:00,6,10,5,9
1036,26/05/2009 00:00:00,1,12,3,9
1037,26/05/2009 00:00:00,2,12,2,9
1038,26/05/2009 00:00:00,3,4,8,8
1039,26/05/2009 00:00:00,5,19,4,9
1040,26/05/2009 00:00:00,6,3,4,9
1041,26/05/2009 00:00:00,6,8,2,9
1042,26/05/2009 00:00:00,6,10,2,9
1043,27/05/2009 00:00:00,1,12,3,9
1044,27/05/2009 00:00:00,5,19,3,6
1045,27/05/2009 00:00:00,4,8,3,5
1046,27/05/2009 00:00:00,4,18,3,5
1047,27/05/2009 00:00:00,4,19,1,5
1048,27/05/2009 00:00:00,6,3,4,9
1049,27/05/2009 00:00:00,6,8,5,9
1050,27/05/2009 00:00:00,6,15,16,9
1051,27/05/2009 00:00:00,3,4,8,9
1052,28/05/2009 00:00:00,1,12,3,9
1053,28/05/2009 00:00:00,2,12,3,9
1054,28/05/2009 00:00:00,6,3,1,9
1055,28/05/2009 00:00:00,6,7,6,9
1056,28/05/2009 00:00:00,5,4,2,9
1057,28/05/2009 00:00:00,5,9,1,9
1058,28/05/2009 00:00:00,5,19,2,9
1059,28/05/2009 00:00:00,4,4,2,9
1060,28/05/2009 00:00:00,4,8,4,9
1061,28/05/2009 00:00:00,4,18,5,9
1062,28/05/2009 00:00:00,4,19,1,9
1063,29/05/2009 00:00:00,1,12,3,9
1064,29/05/2009 00:00:00,2,12,3,9
1065,29/05/2009 00:00:00,3,4,3,9
1066,29/05/2009 00:00:00,3,12,3,9
1067,29/05/2009 00:00:00,4,8,5,9
1068,29/05/2009 00:00:00,4,18,8,9
1069,29/05/2009 00:00:00,4,4,1,9
1070,29/05/2009 00:00:00,4,19,1,9
1071,29/05/2009 00:00:00,5,19,3,9
1072,29/05/2009 00:00:00,5,4,4,9
1073,01/06/2009 00:00:00,2,12,3,9
1074,01/06/2009 00:00:00,4,19,5,9
1075,01/06/2009 00:00:00,6,3,2,9
1076,01/06/2009 00:00:00,6,5,35,9
1077,01/06/2009 00:00:00,6,7,5,9
1078,01/06/2009 00:00:00,3,12,3,9
1079,02/06/2009 00:00:00,1,12,3,9
1080,02/06/2009 00:00:00,3,12,3,9
1081,02/06/2009 00:00:00,4,19,2,9
1082,02/06/2009 00:00:00,4,13,5,9
1083,02/06/2009 00:00:00,4,8,5,9
1084,02/06/2009 00:00:00,4,4,1,9
1085,02/06/2009 00:00:00,5,9,4,9
1086,02/06/2009 00:00:00,5,4,4,9
1087,02/06/2009 00:00:00,6,7,5,9
1088,03/06/2009 00:00:00,1,12,3,9
1089,03/06/2009 00:00:00,2,12,3,9
1090,03/06/2009 00:00:00,4,19,2,9
1091,03/06/2009 00:00:00,4,4,3,9
1092,03/06/2009 00:00:00,4,5,10,9
1093,03/06/2009 00:00:00,4,1,3,9
1094,03/06/2009 00:00:00,5,9,4,9
1095,03/06/2009 00:00:00,5,4,1,9
1096,03/06/2009 00:00:00,5,19,1,9
1097,03/06/2009 00:00:00,6,5,10,9
1098,03/06/2009 00:00:00,6,7,4,9
1099,04/06/2009 00:00:00,1,12,3,9
1100,04/06/2009 00:00:00,2,12,3,9
1101,04/06/2009 00:00:00,3,4,11,8
1102,04/06/2009 00:00:00,3,5,10,8
1103,04/06/2009 00:00:00,4,19,1,9
1104,04/06/2009 00:00:00,4,8,3,9
1105,04/06/2009 00:00:00,4,13,5,9
1106,04/06/2009 00:00:00,4,18,11,9
1107,04/06/2009 00:00:00,5,6,1,9
1108,04/06/2009 00:00:00,5,9,2,9
1109,04/06/2009 00:00:00,5,19,1,9
1110,04/06/2009 00:00:00,6,7,4,9
1111,04/06/2009 00:00:00,6,3,2,9
1112,05/06/2009 00:00:00,2,12,3,9
1113,05/06/2009 00:00:00,1,12,3,9
1114,05/06/2009 00:00:00,3,4,4,9
1115,05/06/2009 00:00:00,3,12,2,9
1116,05/06/2009 00:00:00,5,9,3,9
1117,05/06/2009 00:00:00,5,7,4,9
1118,05/06/2009 00:00:00,4,8,10,9
1119,05/06/2009 00:00:00,4,7,3,9
1120,05/06/2009 00:00:00,4,19,2,9
1121,05/06/2009 00:00:00,6,7,4,9
1122,08/06/2009 00:00:00,2,12,3,9
1123,08/06/2009 00:00:00,5,19,3,7
1124,08/06/2009 00:00:00,5,4,1,7
1125,08/06/2009 00:00:00,5,16,1,7
1126,08/06/2009 00:00:00,3,16,1,9
1127,08/06/2009 00:00:00,3,12,3,9
1128,09/06/2009 00:00:00,1,12,3,9
1129,09/06/2009 00:00:00,2,12,3,9
1130,09/06/2009 00:00:00,4,4,3,9
1131,09/06/2009 00:00:00,4,19,3,9
1132,09/06/2009 00:00:00,6,7,5,9
1133,09/06/2009 00:00:00,5,4,3,9
1134,09/06/2009 00:00:00,5,19,3,9
1135,09/06/2009 00:00:00,3,4,5,6
1136,10/06/2009 00:00:00,3,12,2,7
1137,10/06/2009 00:00:00,6,4,6,9
1138,10/06/2009 00:00:00,4,19,3,9
1139,10/06/2009 00:00:00,5,4,1,9
1140,10/06/2009 00:00:00,5,19,3,9
1141,10/06/2009 00:00:00,2,12,3,9
1142,10/06/2009 00:00:00,1,12,3,9
1143,11/06/2009 00:00:00,1,12,3,9
1144,11/06/2009 00:00:00,3,12,2,9
1145,11/06/2009 00:00:00,4,9,3,9
1146,11/06/2009 00:00:00,4,19,1,9
1147,11/06/2009 00:00:00,5,9,3,9
1148,11/06/2009 00:00:00,5,19,1,9
1149,11/06/2009 00:00:00,6,4,4,9
1150,11/06/2009 00:00:00,2,12,2,9
1151,12/06/2009 00:00:00,2,12,2,9
1152,12/06/2009 00:00:00,2,12,2,9
1153,12/06/2009 00:00:00,3,4,6,9
1154,12/06/2009 00:00:00,4,19,4,9
1155,12/06/2009 00:00:00,5,19,4,9
1156,12/06/2009 00:00:00,6,3,4,9
1157,12/06/2009 00:00:00,6,8,2,9
1158,16/06/2009 00:00:00,1,12,3,9
1159,16/06/2009 00:00:00,2,12,3,9
1160,16/06/2009 00:00:00,3,12,3,9
1161,16/06/2009 00:00:00,4,19,3,9
1162,16/06/2009 00:00:00,5,19,3,9
1163,16/06/2009 00:00:00,6,3,6,9
1164,16/06/2009 00:00:00,6,14,24,9
1165,17/06/2009 00:00:00,1,12,3,9
1166,17/06/2009 00:00:00,2,12,3,9
1167,17/06/2009 00:00:00,3,12,2,9
1168,17/06/2009 00:00:00,4,4,3,9
1169,17/06/2009 00:00:00,4,19,2,9
1170,17/06/2009 00:00:00,4,21,1,9
1171,17/06/2009 00:00:00,5,19,3,9
1172,17/06/2009 00:00:00,6,3,9,9
1173,18/06/2009 00:00:00,1,12,3,9
1174,18/06/2009 00:00:00,2,12,3,9
1175,18/06/2009 00:00:00,2,4,1,9
1176,18/06/2009 00:00:00,4,4,3,9
1177,18/06/2009 00:00:00,4,19,2,9
1178,18/06/2009 00:00:00,6,3,7,9
1179,18/06/2009 00:00:00,6,5,10,9
1180,18/06/2009 00:00:00,6,7,1,9
1181,18/06/2009 00:00:00,6,8,4,9
1182,18/06/2009 00:00:00,5,19,3,9
1183,19/06/2009 00:00:00,3,4,1,9
1184,19/06/2009 00:00:00,3,12,2,9
1185,19/06/2009 00:00:00,4,7,2,9
1186,19/06/2009 00:00:00,4,19,3,9
1187,19/06/2009 00:00:00,1,12,3,9
1188,19/06/2009 00:00:00,5,19,2,5
1189,19/06/2009 00:00:00,5,7,1,5
1190,19/06/2009 00:00:00,6,4,2,9
1191,19/06/2009 00:00:00,6,7,3,9
1192,22/06/2009 00:00:00,3,12,2,9
1193,22/06/2009 00:00:00,2,12,3,9
1194,22/06/2009 00:00:00,2,4,1,9
1195,22/06/2009 00:00:00,4,4,5,9
1196,22/06/2009 00:00:00,4,19,1,9
