"IdOrdenesDetEntA","IdEntregasEst","IdOrdenesDet","TC1","TC2","TC3","TC4","TC5","TC6","TC7","TC8"
2081,1969,,0,0,0,0,0,0,0,0
2082,1970,3857,116,116,116,116,0,0,0,0
2083,1971,3893,88,176,264,176,88,0,0,0
2084,1972,3853,21,42,63,63,21,21,0,0
2085,1973,3892,88,176,264,176,88,0,0,0
2086,1974,3796,379,379,379,379,0,0,0,0
2087,1975,3853,38,0,0,114,38,38,0,0
2088,1976,3886,39,282,470,252,66,0,0,0
2089,1977,3832,53,84,106,84,0,0,0,0
2090,1978,3859,0,59,0,0,0,0,0,0
2091,1979,3857,141,141,141,0,0,0,0,0
2092,1979,3857,116,116,116,0,0,0,0,0
2093,1979,3857,91,91,0,0,0,0,0,0
2094,1979,3857,0,59,0,0,0,0,0,0
2095,1979,3857,0,59,0,0,0,0,0,0
2096,1975,,0,0,0,0,0,0,0,0
2097,1982,3890,88,176,264,176,88,0,0,0
2098,1983,3860,30,39,0,0,0,0,0,0
2099,1984,3885,66,219,0,183,16,0,0,0
2100,1985,3854,27,27,27,27,27,27,0,0
2101,1980,3853,33,66,99,99,33,33,0,0
2102,1989,3786,85,170,170,255,170,85,85,0
2103,1991,3861,7,68,68,60,0,0,0,0
2104,,3853,0,76,114,0,0,0,0,0
2105,1981,3853,26,52,78,78,26,26,0,0
2106,1992,3853,0,76,114,0,0,0,0,0
2107,1985,3854,0,27,27,27,0,0,0,0
2108,1985,3854,0,0,27,27,0,0,0,0
2109,1993,3858,89,89,0,0,0,0,0,0
2110,1993,3858,89,43,0,0,0,0,0,0
2111,1993,3858,0,43,0,0,0,0,0,0
2112,1993,3858,0,43,0,0,0,0,0,0
2113,1994,3857,43,87,0,0,0,0,0,0
2114,1994,3857,43,87,0,0,0,0,0,0
2115,1994,3857,0,87,0,0,0,0,0,0
2116,1995,3858,121,121,121,121,0,0,0,0
2117,1996,3891,72,72,144,72,72,0,0,0
2118,1987,3854,26,26,26,26,26,26,0,0
2119,1987,3854,0,26,26,26,0,0,0,0
2120,1987,3854,0,0,26,26,0,0,0,0
2121,1988,3854,26,26,26,26,26,26,0,0
2122,1988,3854,0,26,26,26,0,0,0,0
2123,1988,3854,0,0,26,26,0,0,0,0
2124,1986,3854,27,27,27,27,27,27,0,0
2125,1986,3854,0,27,27,27,0,0,0,0
2126,1986,3854,0,0,27,27,0,0,0,0
2127,1997,3858,0,126,0,0,0,0,0,0
2128,1997,3858,0,126,0,0,0,0,0,0
2129,1997,3858,128,128,128,0,0,0,0,0
2130,1998,3858,129,129,129,0,0,0,0,0
2131,1999,3858,107,107,107,107,0,0,0,0
2132,2000,3858,120,120,120,120,0,0,0,0
2133,2001,3796,379,379,379,379,0,0,0,0
2134,2002,3896,113,113,113,0,0,0,0,0
2135,2003,3896,21,42,21,0,0,0,0,0
2136,2004,3886,39,282,470,252,66,0,0,0
2137,2005,3885,68,246,276,183,16,0,0,0
2138,2006,3896,118,118,118,0,0,0,0,0
2139,2007,3896,126,126,126,0,0,0,0,0
2140,2008,3896,87,87,87,0,0,0,0,0
2141,2009,3896,51,51,0,0,0,0,0,0
2142,2009,3896,0,60,0,0,0,0,0,0
2143,2009,3896,0,60,0,0,0,0,0,0
2144,2009,3896,0,60,0,0,0,0,0,0
2145,2010,3902,0,52,0,52,0,0,0,0
2146,2010,3902,0,52,0,52,0,0,0,0
2147,2010,3902,0,52,0,52,0,0,0,0
2148,2010,3902,0,52,0,52,0,0,0,0
2149,2010,,0,0,0,0,0,0,0,0
2150,2010,,0,0,0,0,0,0,0,0
2151,2010,,0,0,0,0,0,0,0,0
2152,2010,,0,0,0,0,0,0,0,0
2153,2010,,0,0,0,0,0,0,0,0
2154,2010,,0,0,0,0,0,0,0,0
2155,2010,0,0,0,0,0,0,0,0,0
2156,2011,3902,0,52,0,52,0,0,0,0
2157,2011,3902,0,52,0,52,0,0,0,0
2158,2011,3902,0,62,0,62,0,0,0,0
2159,2011,3902,0,62,0,62,0,0,0,0
2160,2011,3902,0,48,0,0,0,0,0,0
2161,2011,3902,0,48,0,0,0,0,0,0
2162,2012,3915,12,12,45,12,0,0,0,0
2163,2013,3913,0,15,0,0,0,0,0,0
2164,2014,3914,15,21,21,0,0,0,0,0
2165,2015,3916,0,0,5,0,0,0,0,0
2166,2016,3905,87,87,87,87,0,0,0,0
2167,2016,3906,87,87,87,87,0,0,0,0
2168,2016,3912,87,87,87,87,0,0,0,0
2169,2017,3907,144,144,144,144,0,0,0,0
2170,2017,3908,72,72,72,72,0,0,0,0
2171,2018,3943,9,18,9,0,0,0,0,0
2172,2019,3947,8,16,2,1,1,0,0,0
2173,2019,3948,4,4,0,2,0,0,0,0
2174,2020,3944,14,16,2,1,0,1,0,0
2175,2020,3945,1,3,0,1,0,1,0,0
2176,2020,3946,0,1,0,0,0,0,0,0
2177,2021,3918,0,165,165,165,0,0,0,0
2178,2022,3921,82,82,82,82,0,0,0,0
2179,2022,3922,82,82,82,82,0,0,0,0
2180,2022,3923,82,82,82,82,0,0,0,0
2181,,3901,546,546,273,0,0,0,0,0
2182,2023,3901,552,552,276,0,0,0,0,0
2183,2024,3974,304,304,304,152,304,0,0,0
2184,2025,3925,102,102,102,102,0,0,0,0
2185,2026,3929,102,102,102,102,0,0,0,0
2186,2027,3974,304,304,304,152,304,0,0,0
2187,2028,4027,32,42,42,0,0,0,0,0
2188,2028,4027,32,42,42,0,0,0,0,0
2189,2029,4026,256,343,365,256,40,2,0,0
2190,2029,4026,0,62,90,0,0,0,0,0
2191,2030,3930,102,102,102,102,0,0,0,0
2192,2031,3977,270,270,270,135,270,0,0,0
2193,2032,3980,220,220,330,440,0,0,0,0
2194,2033,3976,272,272,272,136,272,0,0,0
2195,2034,3978,220,220,330,440,0,0,0,0
2196,2035,3977,270,270,270,135,270,0,0,0
2197,2036,3979,172,172,258,344,0,0,0,0
2198,2037,3937,210,315,405,345,0,0,0,0
2199,2038,3975,210,210,210,105,210,0,0,0
2200,2039,3919,71,71,71,71,0,0,0,0
2201,2039,3920,72,72,72,72,0,0,0,0
2202,2039,3920,75,75,75,75,0,0,0,0
2203,2040,3936,479,479,337,179,0,0,0,0
2204,2041,3981,124,124,186,248,0,0,0,0
2205,2042,4029,143,286,286,0,0,0,0,0
2206,2043,3997,196,196,294,392,0,0,0,0
2207,2043,3997,40,40,60,80,0,0,0,0
2208,2044,3991,100,200,200,200,200,100,200,0
2209,2045,3996,222,222,333,444,0,0,0,0
2210,2046,3990,100,200,200,200,200,100,200,0
2211,2047,3917,0,150,150,150,0,0,0,0
2212,2048,4026,256,262,262,256,40,2,0,0
2213,2048,0,0,150,198,0,0,0,0,0
2214,2049,3992,96,192,192,192,192,96,192,0
2215,2050,3993,100,200,200,200,200,100,200,0
2216,2051,3994,168,168,252,336,0,0,0,0
2218,2052,3995,208,206,309,416,0,0,0,0
2219,2053,4034,188,188,282,376,0,0,0,0
2220,2054,4033,188,188,282,376,0,0,0,0
2221,2057,4122,500,0,0,0,0,0,0,0
2222,2058,4122,500,0,0,0,0,0,0,0
2223,2059,4041,123,201,213,126,0,0,0,0
2224,2060,4039,82,82,82,82,0,0,0,0
2225,2061,4038,147,312,456,210,0,0,0,0
2226,2062,4039,68,68,68,68,0,0,0,0
2227,2063,4038,411,555,411,328,0,0,0,0
2228,2064,4037,198,240,246,252,0,0,0,0
2229,2065,4037,360,735,660,285,0,0,0,0
2230,2066,4036,120,120,376,420,0,0,0,0
2231,2067,4158,12,12,0,0,12,12,0,0
2232,2067,4159,0,0,0,12,21,12,6,0
2233,2068,4037,0,0,90,0,0,0,0,0
2234,2069,4054,102,224,224,152,0,0,0,0
2235,2070,4058,64,82,104,82,0,0,0,0
2236,2071,3924,108,108,108,108,0,0,0,0
2237,2072,4110,164,164,164,0,0,0,0,0
2238,2072,,0,0,0,0,0,0,0,0
2239,2073,4057,52,82,104,82,0,0,0,0
2240,2074,4073,360,480,360,240,120,0,0,0
2241,2075,4072,270,360,270,180,90,0,0,0
2242,2076,4109,312,528,316,176,0,0,0,0
2243,2077,4035,118,118,376,420,0,0,0,0
2244,2078,4140,92,184,184,276,92,92,92,0
2245,2079,4031,316,316,474,474,0,0,0,0
2246,2080,4055,82,204,112,82,0,0,0,0
2247,2082,4104,195,195,195,195,0,0,0,0
2248,2082,4105,192,200,200,192,0,0,0,0
2249,2083,4059,52,74,104,74,0,0,0,0
2250,2084,4056,84,84,204,132,0,0,0,0
2251,2085,4160,15,45,45,0,60,20,0,0
2252,2086,4162,8,16,16,0,20,8,0,0
2253,2087,4075,276,368,276,184,92,0,0,0
2254,2087,,,,,,,0,0,0
2255,2088,4038,0,108,128,0,0,0,0,0
2256,2089,4122,0,0,0,36,0,0,0,0
2257,2090,4109,260,44,68,36,0,0,0,0
2258,2091,4124,135,120,104,108,0,0,0,0
2259,2092,4041,24,111,243,84,0,0,0,0
2260,2093,4074,276,368,276,184,92,0,0,0
2261,2094,4040,75,150,165,75,0,0,0,0
2262,2095,4039,108,108,108,108,0,0,0,0
2263,2096,4236,126,126,252,252,252,126,126,0
2264,2097,4240,236,236,354,354,0,0,0,0
2265,2098,4237,126,126,252,252,252,126,126,0
2266,2100,4274,0,376,376,188,94,0,0,0
2267,2101,4042,396,396,396,396,0,0,0,0
2268,2102,4186,231,318,159,120,0,0,0,0
2269,2104,4187,135,78,102,300,0,0,0,0
2270,2105,4192,180,168,123,0,0,0,0,0
2271,2106,4273,0,636,636,318,159,0,0,0
2272,2100,,0,0,0,0,0,0,0,0
2273,2107,4274,0,260,260,130,65,0,0,0
2274,,4271,297,396,297,198,99,0,0,0
2275,2109,4271,297,396,297,198,99,0,0,0
2276,2110,4272,297,396,297,198,99,0,0,0
2277,2111,4241,236,236,354,354,0,0,0,0
2278,2112,4051,192,192,192,192,0,0,0,0
2279,2112,4052,192,192,192,192,0,0,0,0
2280,2113,4269,327,436,327,218,109,0,0,0
2281,2114,4280,426,426,284,0,0,0,0,0
2282,2115,4048,192,192,192,192,0,0,0,0
2283,2116,4347,10,10,14,15,0,16,16,8
2284,2116,0,0,0,1,0,0,0,0,2
2285,2117,4350,10,10,16,15,25,26,16,10
2286,2118,4345,6,6,12,12,0,14,6,0
2287,2118,4346,0,0,0,0,0,18,0,0
2288,2119,4196,42,39,156,138,0,0,0,0
2289,2120,4192,240,228,168,0,0,0,0,0
2290,2121,4268,330,135,165,0,0,0,0,0
2291,2103,4197,135,78,102,300,0,0,0,0
2292,2122,4248,236,236,354,354,0,0,0,0
2293,2123,4047,192,192,192,192,0,0,0,0
2294,2124,4269,108,144,108,72,36,0,0,0
2295,2124,,0,0,0,0,0,0,0,0
2296,2125,4278,448,448,672,672,0,0,0,0
2297,2126,4245,126,126,252,252,252,126,126,0
2298,2127,4247,105,105,210,210,210,105,105,0
2299,2128,4270,435,580,435,290,145,0,0,0
2300,2129,4277,469,643,556,0,0,0,0,0
2301,2130,4284,516,516,344,0,0,0,0,0
2302,2131,4244,126,126,252,252,252,126,126,0
2303,2132,4249,236,236,354,354,0,0,0,0
2304,2133,4279,448,448,672,672,0,0,0,0
2305,2134,4251,190,190,285,285,0,0,0,0
2306,2135,4250,90,90,135,135,0,0,0,0
2307,2136,4129,294,392,294,196,98,0,0,0
2308,2137,4130,375,500,375,250,125,0,0,0
2309,2138,4246,105,105,210,210,210,105,105,0
2310,2139,4285,516,516,344,0,0,0,0,0
2311,2140,4283,516,516,344,0,0,0,0,0
2312,2141,4282,231,462,462,0,0,0,0,0
2313,2142,4284,516,516,344,0,0,0,0,0
2314,2143,4292,165,288,180,76,0,0,0,0
2315,2144,4291,130,208,104,104,0,0,0,0
2316,2145,4383,64,64,128,192,192,0,0,0
2317,2146,4385,31,31,62,93,93,0,0,0
2318,2147,4389,84,84,168,252,252,0,0,0
2319,2148,4385,49,49,98,147,147,0,0,0
2320,2149,4293,252,378,378,126,126,0,0,0
2321,2150,4294,178,267,267,89,89,0,0,0
2322,2145,4383,20,20,40,60,60,0,0,0
2323,2151,4359,71,142,142,142,142,71,142,0
2324,2152,4383,20,20,40,60,60,0,0,0
2325,2153,4360,86,172,172,172,172,86,172,0
2326,2154,4379,285,380,285,190,95,0,0,0
2327,2155,4381,279,372,279,186,93,0,0,0
2328,2156,4380,279,372,279,186,93,0,0,0
2329,2157,4359,15,30,30,30,30,15,30,0
2330,2158,4457,258,258,258,258,0,0,0,0
2331,2159,4458,258,258,258,258,0,0,0,0
2332,2160,4456,258,258,258,258,0,0,0,0
2333,2161,4459,33,0,72,0,0,0,0,0
2334,2162,4466,6,6,0,0,0,0,0,0
2335,2162,4467,0,4,0,0,0,0,0,0
2336,2163,4462,33,0,0,0,0,0,0,0
2337,2164,4461,52,42,42,154,0,0,0,0
2338,2165,4459,0,0,0,72,0,0,0,0
2339,2166,4463,52,22,0,0,0,0,0,0
2340,2167,4501,216,200,126,205,0,0,0,0
2341,2169,4459,24,61,61,61,0,0,0,0
2342,2170,4461,0,25,25,0,0,0,0,0
2343,2171,4491,207,207,207,0,0,0,0,0
2344,2171,4492,207,207,207,0,0,0,0,0
2345,2172,4493,207,207,207,0,0,0,0,0
2346,2172,4494,207,207,207,0,0,0,0,0
2347,2173,4495,206,206,206,0,0,0,0,0
2348,2173,4496,206,206,206,0,0,0,0,0
2349,2174,4508,210,208,208,0,0,0,0,0
2350,2175,4509,208,208,208,0,0,0,0,0
2351,2177,4506,206,206,206,0,0,0,0,0
2352,2176,4487,207,207,207,0,0,0,0,0
2353,2176,4488,207,207,207,0,0,0,0,0
2354,2178,4544,0,0,32,0,0,0,0,0
2355,2179,4545,0,24,0,0,0,0,0,0
2356,2180,4504,206,206,206,0,0,0,0,0
2357,2181,4512,206,206,206,0,0,0,0,0
2358,2181,4513,206,206,206,0,0,0,0,0
2359,2182,4515,206,206,206,0,0,0,0,0
2360,2183,4517,206,206,206,0,0,0,0,0
2361,2184,4505,206,206,206,0,0,0,0,0
2362,2185,4507,206,206,206,0,0,0,0,0
2363,2186,4510,206,206,206,0,0,0,0,0
2364,2186,4511,206,206,206,0,0,0,0,0
2365,2187,4514,206,206,206,0,0,0,0,0
2366,2188,4516,206,206,206,0,0,0,0,0
2367,2189,4542,0,132,189,88,0,0,0,0
2368,2191,,0,0,0,0,0,0,0,0
2369,2191,,0,0,0,0,0,0,0,0
2370,2194,,0,0,0,0,0,0,0,0
2371,2194,,0,0,0,0,0,0,0,0
2372,2194,,0,0,0,0,0,0,0,0
2373,,4575,207,207,207,207,0,0,0,0
2374,2193,4572,258,258,258,258,0,0,0,0
2375,2192,4571,258,258,258,258,0,0,0,0
2376,2197,4584,104,104,104,104,0,0,0,0
2377,2198,4583,104,104,104,104,0,0,0,0
2378,2199,4573,207,207,207,207,0,0,0,0
2379,2200,4605,0,0,16,0,0,0,0,0
2380,2201,4580,103,103,206,206,0,0,0,0
2381,2202,4581,103,103,206,206,0,0,0,0
2382,2203,4586,105,105,105,105,0,0,0,0
2383,2204,4601,100,100,200,200,0,0,0,0
2384,2204,4600,45,45,90,90,0,0,0,0
2385,2205,4585,105,105,105,105,0,0,0,0
2386,2206,4587,105,105,105,105,0,0,0,0
2387,2207,4597,124,124,124,124,0,0,0,0
2388,2208,4598,124,124,124,124,0,0,0,0
2389,2209,4613,136,136,272,136,136,0,0,0
2390,2209,4614,0,150,150,150,0,0,0,0
2391,2210,4582,104,104,104,104,0,0,0,0
2392,2211,4599,124,124,124,124,0,0,0,0
2393,2212,4609,136,136,272,136,136,0,0,0
2394,2212,4610,0,150,150,150,0,0,0,0
2395,2213,4611,136,136,272,136,136,0,0,0
2396,2213,4612,0,104,104,104,0,0,0,0
2397,2214,4658,16,22,32,154,308,102,72,16
2398,2215,4657,16,22,32,154,308,102,72,16
2399,2216,4607,136,136,272,136,136,0,0,0
2400,2216,4608,0,122,122,122,0,0,0,0
2401,2217,4659,158,158,158,158,0,0,0,0
2402,2218,4662,62,82,122,204,204,204,102,42
2403,2219,4663,62,82,122,204,204,204,102,42
2404,2220,4665,414,862,434,306,0,0,0,0
2405,2220,4665,0,82,0,0,0,0,0,0
2406,2220,4665,0,36,0,0,0,0,0,0
2407,2221,4710,248,248,248,248,0,0,0,0
2408,2222,4602,279,279,279,279,0,0,0,0
2409,2223,4603,278,278,278,278,0,0,0,0
2410,2224,4664,210,422,266,221,0,0,0,0
2411,2225,4731,156,104,84,52,0,0,0,0
2412,2226,4730,104,52,52,52,0,0,0,0
2413,2227,4726,54,64,63,84,0,0,0,0
2414,2228,4666,102,102,204,204,204,102,102,0
2415,2229,4668,102,102,204,204,204,102,102,0
2416,2230,4672,102,102,204,204,204,102,102,0
2417,2230,4673,102,102,204,204,204,102,102,0
2418,2231,4670,97,97,194,194,194,97,97,0
2419,2232,4761,102,102,102,0,0,0,0,0
2420,2232,4762,102,102,102,0,0,0,0,0
2421,2233,4770,0,0,0,0,0,0,0,0
2422,2234,4808,198,198,198,0,0,0,0,0
2423,2235,4768,186,186,186,186,0,0,0,0
2424,2236,4875,0,0,0,0,50,52,30,20
2425,2237,4873,5,10,55,0,60,25,15,0
2426,2238,4876,0,0,0,0,22,22,11,11
2427,2239,4782,402,402,402,402,0,0,0,0
2428,2240,4878,14,14,28,28,0,0,0,0
2429,2240,4878,18,18,36,36,0,0,0,0
2430,2240,4878,18,18,36,36,0,0,0,0
2431,2240,4878,47,47,94,94,0,0,0,0
2432,2241,4899,384,384,384,384,0,0,0,0
2433,2242,4900,128,128,128,128,0,0,0,0
2434,2243,4907,384,384,384,384,0,0,0,0
2435,2244,4908,128,128,128,128,0,0,0,0
2436,2245,4905,382,382,382,382,0,0,0,0
2437,2246,4906,128,128,128,128,0,0,0,0
2438,2247,4901,384,384,384,384,0,0,0,0
2439,2248,4902,129,129,129,129,0,0,0,0
2440,2249,4903,384,384,384,384,0,0,0,0
2441,2250,4904,128,128,128,128,0,0,0,0
2442,2251,4961,126,126,126,126,126,126,126,126
2443,2251,4962,126,126,126,126,126,126,126,126
2444,2251,4963,126,126,126,126,126,126,126,126
2445,2251,4964,126,126,126,126,126,126,126,126
2446,2252,4889,204,204,204,0,0,0,0,0
2447,2252,4890,204,204,204,0,0,0,0,0
2448,2253,4950,114,114,228,228,0,0,0,0
2449,2253,4951,114,114,228,228,0,0,0,0
2450,2254,4998,73,146,146,146,73,0,0,0
2451,2254,4998,15,30,30,30,15,0,0,0
2452,2255,4996,95,190,190,190,95,0,0,0
2453,2255,4997,0,69,138,69,0,0,0,0
2454,2256,5074,327,408,486,0,0,0,0,0
2455,2257,5000,446,540,330,208,0,0,0,0
2456,2258,5011,117,117,234,117,117,0,0,0
2457,2259,5062,100,200,200,200,100,0,0,0
2458,2259,5063,0,34,68,34,0,0,0,0
2474,2262,3,1222,0,0,0,0,0,0,0
2475,2262,3,0,111,0,0,0,0,0,0
2476,2266,14,12,12,12,12,0,0,0,0
2477,2266,15,12,12,12,12,0,0,0,0
2478,2268,16,122,0,0,0,0,0,0,0
2479,2269,1804,200,200,200,200,0,0,0,0
2480,2270,1845,111,0,0,0,0,0,0,0
2481,2271,1843,100,0,0,0,0,0,0,0
2482,2274,5114,107,214,214,214,107,0,0,0
2483,2274,5113,9,16,18,16,9,0,0,0
2484,2275,,,,,,,0,0,0
2485,2275,,,,,,,0,0,0
2486,2277,5219,510,510,510,510,0,0,0,0
2487,2278,5260,219,255,198,150,0,0,0,0
2488,2279,5309,26,108,36,16,0,0,0,0
2489,2280,5220,510,510,510,510,0,0,0,0
2490,2281,5284,45,33,36,0,0,0,0,0
2491,2281,5284,69,54,0,0,0,0,0,0
2492,2282,5213,102,102,102,102,0,0,0,0
2493,2282,5213,102,102,102,102,0,0,0,0
2494,2282,5213,102,102,102,102,0,0,0,0
2495,2283,5218,103,103,103,103,0,0,0,0
2496,2283,5218,103,103,103,103,0,0,0,0
2497,2283,5218,103,103,103,103,0,0,0,0
2498,2284,5114,18,0,18,0,36,0,0,0
2499,2285,5115,116,232,232,232,116,0,0,0
2500,2285,5116,26,0,26,0,52,0,0,0
2501,2286,5261,257,284,164,115,0,0,0,0
2502,2287,5214,460,0,115,460,0,0,0,0
2503,2289,5215,510,510,510,510,0,0,0,0
2504,2290,5242,26,52,52,26,0,0,0,0
2505,2290,5246,25,50,52,25,0,0,0,0
2506,2290,5247,25,50,52,25,0,0,0,0
2507,2293,5221,488,488,488,488,0,0,0,0
2508,2294,5179,409,314,220,0,0,0,0,0
2509,2295,5311,94,100,43,32,0,0,0,0
2510,2296,5299,58,58,116,58,58,0,0,0
2511,2296,5299,58,58,116,58,58,0,0,0
2513,2287,,0,0,0,0,0,0,0,0
2514,2292,5214,0,460,345,0,0,0,0,0
2515,2297,5264,58,58,116,58,58,0,0,0
2516,2297,5264,58,58,116,58,58,0,0,0
2517,2297,5265,75,150,150,150,75,0,0,0
2518,2298,5265,65,130,130,130,65,0,0,0
2519,2299,5266,58,58,116,58,58,0,0,0
2520,2299,5266,58,58,116,58,58,0,0,0
2521,2299,5267,75,150,150,150,75,0,0,0
2522,2299,5267,57,114,114,114,57,0,0,0
2523,2299,5267,18,36,36,36,18,0,0,0
2524,2300,5290,102,102,102,0,0,0,0,0
2525,2300,5290,102,102,102,0,0,0,0,0
2526,2300,5290,102,102,102,0,0,0,0,0
2527,2300,5290,102,102,102,0,0,0,0,0
2528,2300,5290,102,102,102,0,0,0,0,0
2529,2300,5290,103,103,103,0,0,0,0,0
2530,2300,5290,112,112,112,0,0,0,0,0
2531,2301,5289,160,183,125,0,0,0,0,0
2532,2301,5289,5,5,5,0,0,0,0,0
2533,2302,5415,75,62,0,0,0,0,0,0
2534,2303,5262,58,58,116,58,58,0,0,0
2535,2303,5262,58,58,116,58,58,0,0,0
2536,2303,5263,100,200,200,200,100,0,0,0
2537,2303,5263,68,136,136,136,68,0,0,0
2538,2303,5263,32,64,64,64,32,0,0,0
2539,2304,5268,58,58,116,58,58,0,0,0
2540,2304,5268,58,58,116,58,58,0,0,0
2541,2304,5269,78,156,156,156,78,0,0,0
2542,2304,5269,42,84,84,84,42,0,0,0
2543,2304,5269,19,38,38,38,19,0,0,0
2544,2305,5324,180,262,384,0,0,0,0,0
2545,2306,5278,58,58,116,58,58,0,0,0
2546,2306,5278,58,58,116,58,58,0,0,0
2547,2306,5279,55,110,110,110,55,0,0,0
2548,2306,5279,62,124,124,124,62,0,0,0
2549,2307,5272,116,116,232,116,116,0,0,0
2550,2307,5273,60,120,60,120,60,0,0,0
2551,2308,5322,132,210,336,0,0,0,0,0
2552,2308,5322,0,0,75,0,0,0,0,0
2553,2308,5322,23,46,0,0,0,0,0,0
2554,2309,5339,122,122,122,122,0,0,0,0
2555,2309,5340,122,122,122,122,0,0,0,0
2556,2310,5274,73,73,146,73,73,0,0,0
2557,2310,5274,43,43,86,43,42,0,0,0
2558,2311,5344,122,122,122,122,0,0,0,0
2559,2312,5275,94,188,187,188,94,0,0,0
2560,2312,5275,41,82,82,82,41,0,0,0
2561,2313,5319,306,306,306,306,0,0,0,0
2562,2314,5321,214,214,214,214,0,0,0,0
2563,2315,5337,122,122,122,122,0,0,0,0
2564,2316,5282,338,338,507,507,338,169,0,0
2565,2317,5488,0,72,84,82,0,0,0,0
2566,2318,5341,122,122,122,122,0,0,0,0
2567,2319,5319,306,306,306,306,0,0,0,0
2568,2321,5342,122,122,122,122,0,0,0,0
2569,2321,5343,122,122,122,122,0,0,0,0
2570,2322,5347,108,108,216,216,0,0,0,0
2571,2323,5348,123,123,246,246,0,0,0,0
2572,2324,5328,102,204,204,102,0,0,0,0
2573,2324,5329,102,204,204,102,0,0,0,0
2574,2325,5270,116,116,232,116,116,0,0,0
2575,2325,5271,104,207,207,208,104,0,0,0
2576,2326,5303,123,0,0,0,0,0,0,0
2577,2327,5283,170,170,255,255,170,85,0,0
2578,2327,5283,168,168,252,252,168,84,0,0
2579,2328,5347,108,108,216,216,0,0,0,0
2580,2329,5276,110,110,219,109,109,0,0,0
2581,2329,5276,6,6,12,6,6,0,0,0
2582,2329,5277,130,260,256,258,130,0,0,0
2584,2331,5303,122,122,244,122,122,0,0,0
2585,2331,5304,44,88,44,88,44,0,0,0
2586,2332,5280,244,369,487,370,243,0,0,0
2587,2333,5291,270,270,180,180,0,0,0,0
2588,2334,5292,356,356,356,356,0,0,0,0
2589,2335,5291,279,279,186,186,0,0,0,0
2590,2336,5312,63,63,63,63,63,126,63,63
2591,2336,5312,15,15,15,15,16,30,15,15
2592,2336,5313,0,0,0,66,66,132,0,0
2593,2336,5313,0,0,0,42,42,84,0,0
2594,2337,5347,13,13,26,26,0,0,0,0
2595,2338,5465,99,297,297,198,99,0,0,0
2596,2338,5465,9,27,27,18,9,0,0,0
2597,2339,5356,198,198,198,198,0,0,0,0
2598,2340,5354,312,312,312,312,0,0,0,0
2599,2341,5314,78,78,78,78,78,156,78,78
2600,2341,5315,0,0,0,111,111,222,0,0
2601,2342,5466,116,348,232,232,116,0,0,0
2602,2343,5416,4,4,4,4,8,4,4,0
2603,2343,5416,24,24,24,24,48,24,24,0
2604,2343,5416,27,27,27,27,54,27,27,0
2605,2343,5416,21,21,21,21,42,21,21,0
2606,2343,5416,8,8,8,8,16,8,8,0
2607,2343,5416,14,14,14,14,28,14,14,0
2608,2343,5416,14,14,14,14,28,14,14,0
2609,2343,5417,0,0,31,62,31,31,31,0
2610,2344,5489,64,42,0,32,0,0,0,0
2611,2345,5485,83,83,83,83,83,166,166,83
2612,2345,5486,0,0,0,0,0,192,96,96
2613,2345,5486,0,0,0,0,0,20,10,10
2614,2346,5465,99,297,297,198,99,0,0,0
2615,2346,5465,9,27,27,18,9,0,0,0
2616,2347,5567,32,6,14,0,0,0,0,0
2617,2347,5568,4,6,2,2,0,0,0,0
2618,2347,5569,4,6,2,2,0,0,0,0
2619,2347,5570,4,6,2,2,0,0,0,0
2620,2347,5571,4,6,2,2,0,0,0,0
2621,2348,5562,10,10,0,6,26,0,0,0
2622,2348,5563,0,0,7,6,6,0,0,0
2623,2348,5564,0,0,7,6,6,0,0,0
2624,2348,5565,0,0,7,6,6,0,0,0
2625,2348,5566,0,0,5,6,6,0,0,0
2626,2349,5596,10,22,20,26,0,40,50,4
2627,2350,5572,3,3,8,8,8,0,0,0
2628,2350,5573,3,3,8,8,8,0,0,0
2629,2350,5574,3,3,8,8,8,0,0,0
2630,2350,5575,3,3,8,8,8,0,0,0
2631,2351,5576,8,8,6,4,0,0,0,0
2632,2351,5577,8,8,6,4,0,0,0,0
2633,2351,5578,8,8,6,4,0,0,0,0
2634,2351,5579,8,8,6,4,0,0,0,0
2635,2352,5467,51,114,228,114,57,0,0,0
2636,2352,5467,51,102,204,102,51,0,0,0
2637,2352,5468,0,124,248,124,0,0,0,0
2638,2353,5353,82,82,82,82,0,0,0,0
2639,2353,5353,82,82,82,82,0,0,0,0
2640,2353,5353,82,82,82,82,0,0,0,0
2641,2354,5597,8,28,28,0,38,46,23,0
2642,2355,5549,104,208,416,208,104,0,0,0
2643,2356,5362,39,39,39,39,0,0,0,0
2644,2356,5362,84,84,84,84,0,0,0,0
2645,2357,5469,103,206,412,206,103,0,0,0
2646,2357,5470,0,84,168,84,0,0,0,0
2647,2358,5473,108,216,432,215,108,0,0,0
2648,2358,5474,0,108,214,108,0,0,0,0
2649,2359,5427,102,102,102,102,0,0,0,0
2650,2359,5427,102,102,102,102,0,0,0,0
2651,2359,5427,102,102,102,102,0,0,0,0
2652,2359,5427,102,102,102,102,0,0,0,0
2653,2359,5427,102,102,102,102,0,0,0,0
2654,2360,5418,112,112,112,112,224,112,112,0
2655,2360,5419,0,0,31,62,31,31,31,0
2656,2361,5428,510,510,510,510,0,0,0,0
2657,2361,5428,0,0,0,0,0,0,0,0
2658,2361,5428,0,0,0,0,0,0,0,0
